Text,Biased
rt redstate nypd lapd send cops to harass hasidic jews and baseball players for social distancing violations httpstcowofzeqbv,non-antisemitic
today facebook finally took down a trump ad where he labels antifascists we jews have a well documented opposition to fascism look it up with the same symbol nazis used to mark communists  ignorant at best antisemetic at worst,non-antisemitic
rt calebjhull jews in nyc just cut the lock nycmayor put on their park  httpstcoimge,non-antisemitic
superashbro ninjasocialist chrisiousity you dont own blacks gays or jews buddy slavery is over get used to it,non-antisemitic
why did they persecute us  because we�re jews and they�re christians | thom berkowitz  oneforisrael oneforisraelministry afp rt proguns politics jobs letteru gunrights investing nbc firearms wakeupamerica breakingnews bibi gaza httpstcokwxlwhmoo httpstcorzmpgua,non-antisemitic
"rt saracarterdc nick cannon called whites and jews true savages and closer to animals � now hes unemployed

 httpstcozkclsxd",non-antisemitic
"lie  israeli laws discriminate against non jews

truth  no they do not if you look at the laws they list they even include laws about the israeli flag anthem and emblems you may as well say the uk discriminates because there are religious symbols in its flag too",non-antisemitic
a country whose population consists of large segments of violently ignorant islamists whose educated elite are deeply engrained in the belief of jews equalling evil unwilling to educate themselves away from hatred of jews upon whom all blame for the worlds ills can be cast,non-antisemitic
trump im treated worse than lincoln worse than jews at the holocaust worse than jesus on the cross worse than slaves on plantations pity me everybody poor poor pitiful me,non-antisemitic
"kashimathurabakihai� all of them had gathered to destroy the jews  but today jews run the world

kashimathurabakihai httpstcozdpybsepk",antisemitic
�take a knee� there is historical precedent here the national socialists forced jews to kneel in a gesture of submission and humiliation photo taken in vienna  those who do not know history are condemned to repeat it httpstcoxwkvvfjto,non-antisemitic
"we built two mosques on top of their solomon�s temple yet jews are the invaders and occupiers please explain how that makes any sense 

look i will go down in history as anything but a liar especially a lie that has caused bloodshed for  decades",non-antisemitic
"smally dylblade_ what did hitler do with jews put them in the oven
what do u do with roast chicken put it in the oven
jews  roast chicken",antisemitic
otd  the german military commander in france ordered all jews over six years of age to wear on the left side of the chest a yellow star the size of a persons palm with the inscription juif inside holocaustexplained httpstcoojyfqwnr httpstcopzorokh,non-antisemitic
"jews burnt on cross during inquisition for refusing to convert

the cross killd more jews than any other symbol even devotional cross was of an executed jew named jesus called king of jews

why no ban on cross

why ban on totally unrelated hindu symbol which killd  jews httpstcotrujwxxu",non-antisemitic
sbanypd remember this tweet he started off by singling out the jews and then mentioning the other communities httpstcohnlnhuewi,non-antisemitic
reaganbattalion billdeblasio jews being caged is not a good look for comrade bill,non-antisemitic
"meet louise mulholland luckyrusalka a pretend jew who is target harassing jews on behalf of nadine batchelorhunt nadinebh_ on twitter she promotes a petition by an an antisemite and tells nadine dont worry we will get them

cc gnasherjew matzoballing httpstcodcyivciuh",non-antisemitic
sarahksilverman god bless you too many of our fellow jews refuse to acknowledge this problem,non-antisemitic
 august  |  prisoners mostly jews worked in the sonderkommando at the german nazi auschwitz camp learn about the tragic story of people forced by the ss to work in gas chambers and crematoria httpstcoelsrqfeos httpstcofaaxsvbsil,non-antisemitic
"netanyahu is correct 
the threats from khameini are like those of the nazis
hitler hated the jews~so does he
khamenei is a canceroustumor on society
irans supreme leader calls for israels destruction in twitter screed on antiisrael holiday httpstcoqkrwufcu foxnews",non-antisemitic
rt lahavharkov tale as old as time the revolution turns on the jews httpstcoihffrgas,non-antisemitic
"it�s critically important to separate jews from israel

it�s against our security to be affiliated with this foreign country 

we are not responsible for their actions nor do their leaders represent us in any way

care about antisemitism then stop conflating jews with israel httpstcouojuxrryxu",non-antisemitic
rt conspiracylibel the appropriation erasure and dehumanization of jews continues httpstcoqlgrxnzxd,non-antisemitic
"gerhardlandrat yorubaofyahudah paul was the apostle to the gentiles peter ministered to the believing jews who had turned away from talmudic tradition to follow the messiah

so its important to realize the audience here

its been mindblowing to unlearn concepts that fracture scripture when its unified",non-antisemitic
thinkaboutit in days gone my democratic party had the trust of farmers jews catholics unions and blacks because we were told republicans were against us the people now what all others are just racist,non-antisemitic
"rt jeremynewberger dear kevin

remember this antisemitic bullshit we do

jews httpstconymtyecaj",non-antisemitic
"x and if you want to talk �literal genocide� we can discuss the nazis murdering  million jews in the holocaust 

why again did you oppose the house resolution against antisemitism",non-antisemitic
"charlamagne tha god says viacom dropping nick cannon shows jews �have the power

httpstcoesmzhlrr

blackantisemitism",non-antisemitic
" august  | a transport of  jews deported from malinesmechelen in germanoccupied belgium arrived at auschwitz after the selection  men amp  women were registered  people were murdered in gas chambers 

julius amp tauba radziwiller were among them httpstcomgaemqivc",non-antisemitic
jentaub fbirecordsvault housejudiciary senjudiciary fbi antisemitic jews wrote the protocols,antisemitic
"realdonaldtrump after hitler�s propaganda had been used extensively against them hate crimes against jews poc lgbtq marginalized groups amp anyone opposed to him grew exponentially

adolf hitler claimed law and order� amp �security� as the reason for ending civil liberties to minority groups httpstcohypknvscl",non-antisemitic
how about you take the word of the dozens of jews and people of jewish descent who work with jackposobiec to fight antisemitism you hacks,non-antisemitic
andrewlye jeremyvineon hardly world war  what have the nazis got to do with itthey killed millions of jews alone never mind the bombings of uk civilians i agree it�s not boris�s decision though,non-antisemitic
"jackiew 
if white lives mattered why  million white jews babieskids disabled manwoman elderly richpoor got killed in gas chambers

lets all cheer with jackie �the ashes the jews left behind in gas chambers were all whitish grey�
black lives matter only httpstcoruapfuzljv",non-antisemitic
based orthodox jews reject de blasios hypocritical orders to close the park for social distancing and cut the locks so their kids can play httpstcomsaafbjqy,non-antisemitic
international_agenda_temple this is what i expected from this humble man the pet dog of the jews who is challenging the muslims that i will support the hindus and shoot at you httpstcoztwnxnsk,antisemitic
"i keep seeing this narrative here about how the jews were passive and meek during the holocaust didn�t protest and it makes me furious it is wrong it is dangerous and it is harmful af 

x thread",non-antisemitic
the next time nycs mayor sends out a gleeful tweet about sending cops after jews the doj should investigate to make sure hes not violating constitutionally guaranteed religious liberties actually they should have done it after the last one httpstcobupkhy,non-antisemitic
why do the jews amp blacks continue to support democrats the party widely known for oppressing them,non-antisemitic
rt hillelneuer antiracism protesters in paris today shout dirty jews httpstcoapqcepda,non-antisemitic
 may  | among  jews in a transport arriving from drancy in occupied france to auschwitz was malka haus b in warsaw in  during the war she lived in paris after the selection she was killed in a gas chamber together with  people from this transport httpstcotojbfcfct,non-antisemitic
realpalpatine acute_priapism jews i agree,antisemitic
bobcough rachelosiris statedept secpompeo crewcrew i don�t think �liquidating� jews lgbtq ethnics and appropriating that captial as to house and fund the rest is a sound foundation for society,non-antisemitic
rt praisegodbarbon ethiopian jews in israel are incarcerated at a rate  higher than their proportion in society,non-antisemitic
every time a gentile says �a real christian wouldn�t do that� all jews hear is that you refuse to take any responsibility for  years of history,non-antisemitic
uh leftist jtwitter always preaches about how all jews should be nice to each other but they are some of the meanest people i have ever met,non-antisemitic
"the same people on the left who told jews to shut up about corbyn are now celebrating protests and tearing down statues 

imagine if jews had stayed quiet and corbyn had won 

what would be happening now",non-antisemitic
thannon groovyeast altcoin omagnum alexgenm icecube lol i meant some jews not news^^^,non-antisemitic
"

�the jews are our dogs� chant �human rights� protesters in mississauga 

my column in thetorontosun on antisemitism rearing its head at a palestinian rally near toronto httpstcouxegkhewz",non-antisemitic
shabbat shalom and happy juneteenth jewishdiversity put out a call for jews all over of all races to say this kaddish for black lives this shabbos to honor the lives lost to racist antiblack over the centuries may their memories of those lost be a blessing httpstcocceyfwbn,non-antisemitic
robbysoave you hate jews,non-antisemitic
"�florida becoming the epicentre of coronavirus i asked god to do that because jews stopped us helping brothers in cuba�  farrakhan�s sermon this weekend

yet democrats continue to celebrate this murderous vile antisemitic terrorist",non-antisemitic
"the jews in iran who welcomed the ayatollah
httpstcoisstignycd",non-antisemitic
"nytimes� opeds calling for the end of israel the tiny sliver of land where jews exercise sovereignty in their ancestral home

muammar qaddafi 
peter beinart 

can anyone recall the nytimes publishing opeds urging the end of any other nation amp un member

hmm",non-antisemitic
"rt brunoamato_ johnjharwood mkraju we didnt know they were torturing and executing jews
german officers and nazi supporters",non-antisemitic
"history on repeat

step  blame the jews
step  attack the jews
step  rinse and repeat

this time however nypdhatecrimes lost no time in arresting the offenders and for that i�m thankful 
httpstcolxbgprblg",non-antisemitic
here is an article in mondoweiss about a talk i gave in  on this subject let liberal jews weep for their dream of israel and move on httpstcodguezmis,non-antisemitic
shotonmm pplscitycouncil paulkoretzcd pm nice work let him know all us jews know hes a kapo,non-antisemitic
i admit i don�t understand how anyone let alone a us military officer would think it amusing that jews were mass exterminated during the holocaust,non-antisemitic
chrislhayes lee_in_iowa this is what the nazis did to jews and sympathizers my grandfather killed nazis,non-antisemitic
"in  pope clementine issued two papal bulls cautioning that jews couldnt be the cause of the black death because there was no pattern linking jewish habitation and plague

nobody cared

today nobody cares that there is zero link between lockdowns and covid deaths",non-antisemitic
"so let me get this straight everyone other than orthodox jews who simply want to let their children play in city parks are allowed to take the law into their own hands in new york city

what the hell is going on here httpstconecnjjygt",non-antisemitic
new video from justjews jews have never spoken with just one voice boardofdeputies manyjewishvoices httpstcokspyysqcw,non-antisemitic
pokeryjiggery russia roun_sa_ville how many soviet pows did poland massacre how many jews poland invaded belourussia ukraine in the s and chechoslovakia in  so dont pretend that theyre victims stop taking chunks out of history and look at the timeline leading to ww and the role poland played,non-antisemitic
fox news is where people who hate blacks people who hate jews people who hate gays people who hate latinos and people who hate muslims can all gather to pretend they are just people who hate liberals,non-antisemitic
seems like one of joebiden�s  of bad people in america unless it�s okay to hate jews  rules seem to be changing fast this year httpstcovkexlil,non-antisemitic
wwjoehd johnsuey anncoulter if you are talking to me i am trying to protect jews who are guilty of nothing,non-antisemitic
polish jews plead with politicians to learn from the horrors of the holocaust and stop dehumanising lgbt people httpstcobrdgpuzf,non-antisemitic
"gonna come out here and say it

fellow jews racism towards black people is an issue in our community too

you have a responsibility to listen to us learn from us and make us feel welcome in the community

the othering and erasure of black jews needs to stop",non-antisemitic
"george_revutsky stopantisemites evidence  

and why is it hate crimes against jews all of a sudden  ordinary common or garden hate crime not good enough  or my pain is bigger than your pain is that it 

in the uk im x safer than the average minority",non-antisemitic
rt secpompeo you hang homosexuals stone women and exterminate jews httpstcoeipburil,non-antisemitic
homeydee politicalelle seanmdav almost  of orthodox jews vote republican it�s the jews who are unorthodox  like christians who are not practicing who typically vote liberal always the way it is the more religious you are the more you tend to be conservative,non-antisemitic
omeryankelevitc haaretz most jews abroad do not speak hebrew the list you could do is to approach them in english,non-antisemitic
mairavz he said adelson not jews adelson has given m to trump and republicans along with his wish list there isnt one thing that he said that wasnt true,antisemitic
"this is real hatred on a par with what hitler said about jews and about black people
but wileys twitter page is still up instagram loves him and a million followers will now blame jews for their problems
nothing on bbc its the hypocrisy isnt it
httpstcokynnrinyjn",non-antisemitic
oloye__ the jebusites �jb� jews ,non-antisemitic
remember the old saying first they came for the jews but i wasnt a jew so i did nothing then they came for the christians but i wasnt a christian so i did nothing then they came for me but no one was left to fight for me appease the dragon it just eats you last smh,non-antisemitic
"forchrist_ it is appointed to a man one time to die so that leaves out moses
jews and gentiles are witnesses
and also enoch and elijah in my thoughts on the subject
god is merciful",non-antisemitic
"dear jews 

hindus are your fiercest allies but you need to educate jewish communities about hindus 

very important read  httpstcorkxgmzvf",non-antisemitic
"rt mollyjongfast a little about henry ford�s antisemitism but tell me more about how trump loves the jews  

httpstcowyiodzzati",non-antisemitic
acplusd saucy_goat owenjones whilst groups other than jewish people undoubtably suffered at the hands of the nazis  arbeit macht freis referes to auschwitz where thousands of jews were gassed kerryanne mendoza was specifically referring to jews imo owen jones was right to challenge her on as,non-antisemitic
the world must not just hold the caucasian west accountable for racismthe arabsjewsindians and the chinese have over the years also demonstrated an equal degree and intensity of hatred for black peoplewe must have the moral courage to call them out for a real change,non-antisemitic
rt secpompeo you hang homosexuals stone women and exterminate jews httpstcoeipburil,non-antisemitic
and we jews would be wearing yellow stars,non-antisemitic
"the good news today is that i�m rich
we jews all are

mazel tovs all round

of course i�m not going to let that fact change me and i�ll still be showing up to my overworked amp underresourced public sector job httpstcoahiatkt",non-antisemitic
niggas wonder how white people b racist then b like fuck jews tho,non-antisemitic
 million jews were really massacred in the holocaust ,antisemitic
never thought id see someone go the but farrakhan just hates jews he didnt kill any route but its  and chelseahandler went there,non-antisemitic
jews other religious minorities have higher covid death rate uk study says httpstcoohiyldwzh via timesofisrael,non-antisemitic
"reeljuanmatos sistersbronte johnywolf jodyscorner rayfisher geoffjohns wbpictures joss he says jews will climax when theyll watch a mel gibson movie trailer gibson is known to be antisemitic 

how about that",non-antisemitic
not content with isolating themselves from jews and centrists the crank left has now unironically turned its guns on the age group of the jezziah himself httpstcowajajcgvy,non-antisemitic
also why the fuck should eastern european jews who fled the holocaust some of whom are still alive be required to accept whiteness as a selfdefining racial category as though they have a common historical experience with plantation owners in mississippi,non-antisemitic
"do i need to comment 
enter last  years whenever the christian world persecuted the jews they found protection under the muslim governments
always treated with dignity amp respect never persecuted
this is how they say thanks httpstcofybcxoyuw",non-antisemitic
jeremydrysdale ianaustin no response at all from twitter to the vile hatespeak of wileyceo against jews extraordinary example of how the left and the woke can get away with almost anything and even the most blatantly anti semitic activity goes unchecked httpstcosdpqkz httpstcoatvlinfjw,non-antisemitic
"deblasio definitely has a jewish problem it�s the only group he continually targets� mayhem in the city ok� but jews playing with their kids in a park no
httpstcodvtzgprm",non-antisemitic
"in response to my tweet earlier someone highlighted haredi jews how could i blame the government for that

duh thats one of very many reasons why we needed to lock down much earlier and be absolutely clear on our messaging  with religious congregations not allowed",non-antisemitic
"rt victorykn sav_says_ trumps attacks on antifa are attacks on jews

httpstcovdeeienqlj",non-antisemitic
almonitor  mahdi dujal yajoj amp majoj are fabricated lies created by christians amp jews amp copied by muslims allah appeared in crawley mosque uk only arshad khan saw amp talked to allah allah said go home wait for message to prepare new world for jesus see photo of allah httpstcoxrgzmqbi,non-antisemitic
rt zimmlaw do you think jews are originally from hawaii dubai official challenges arab world  httpstcoobrimdpzgn,non-antisemitic
say what you will about us jews we do bring people together httpstcorwgidrymcf,non-antisemitic
"abu sufyan the leader of polytheists said �are you sincere about this issue�

the deceitful jews said �yes we came here to make a treaty with you about fighting muhammad�

__",antisemitic
"�listen up wileyceo in case you need something clarifying � jews don�t run the law the banks or the world i hate to disappoint you and anyone else who got your antisemitic memo but it ain�t true
  
can�t quite believe what i said opening today�s bbclive show in  httpstcolwlulirvtb",non-antisemitic
hsnaa  million jews that doesn�t include the romani people lgbtq people disabled people etc the likely death toll of the holocaust was around  million and that doesn�t include the deaths caused by the war that he started what king leopald was awful but i�m so fed up of ppl httpstcoxpricrjyqb,non-antisemitic
polish jews plead with politicians to learn from the horrors of the holocaust and stop dehumanising lgbt people   httpstcobrdgyjhh,non-antisemitic
lol sethrogen maybe you�re not afraid of jews but just afraid to sound ignorant in front of people who are actually knowledgeable about israel�s history which is exactly what you did here,non-antisemitic
rt dutywarn fascists hate blacks jews muslims gays academics feminists and intellectuals antifascists hate  fascists,non-antisemitic
angelojohngage he was actually german and murdered by jews,antisemitic
i admit i don�t understand how anyone let alone a us military officer would think it amusing that jews were mass exterminated during the holocaust,non-antisemitic
rt secpompeo you hang homosexuals stone women and exterminate jews httpstcoeipburil,non-antisemitic
"epsteinmaxwell victims have implicated many jews in the unsealed court documents

jean luc brunel
stephen kaufman 
prince andrew
leslie wexner 
ehud barak 
george mitchell
alan dershowitz 
bill richardson
glenn dubin 
marvin minsky 
bill clinton
thomas pritzker  httpstcojbpkoidgvi",antisemitic
rt calebjhull jews in nyc just cut the lock nycmayor put on their park  httpstcoimge,non-antisemitic
alecwilletts juliahb scotskye the one youre expecting me to say is followers of islam sure they will chuck you off a building but also mormons some baptist amp methodist sectors hardline catholics orthodox jews there are plenty of nonreligious antigay groups in us but in uk its mostly cultural,non-antisemitic
kevin_kinkead yeah yeah yeah we as jews have heard it before the �heshe didn�t know� that farrakhan is what he is it�s tired,non-antisemitic
watch ny mayor busted by feds for targeting jews with corona crusade httpstcosniifjpzu,non-antisemitic
the ongoing protests by israeli jews against netanyahu are a reflection of jewish values those  who conflate the jewish faith should watch these protests and understand that the israeli appartheid  racist regime is not conducive with the jewish faith,antisemitic
windexthewindow the jews made this trash,antisemitic
your_njg efalyer levvity georgia supremacism israeli jews are treated very well in israel while it tightly controls palestine allows very little immigration destroys infrastructure ghettoized east jerusalem prevents businesses from succeeding bulldozes property and imprisons youth indefinitely amp repeatedly,antisemitic
icecube i don�t know what�s up with the american jews always being offended they literally seem to have forgotten about our own history and our black ancestors ,antisemitic
if you criticized hasidic jews in nynj for having relatively small funerals and weddings as i did but are now totally on board with exponentially larger mass protests and riots you clearly should never have been taken seriously in the first place you should apologize,non-antisemitic
blakeflayton �especially in america where our largest[delete] [delete] [delete]� vast majority of jews are zionists and you can�t divorce zionism from judaism and the extreme antizionists are a tiny fraction of our community but they sure all have twitter accounts to attack us,non-antisemitic
fellow nonjewish people we need read up on what�s happening to yemenite jews amp stay informed we need to bring more attention to the harm of widespread antisemitism so the jewish community doesn�t have to do it all themselves,non-antisemitic
realdonaldtrump at the start did hitler ever say the jews in germany are actually very angry with  all the other jews  sounds plausible nowanyway all there is to say is go take a fucking ritalin or  you extremist piece of gibbering nonsense all gods will judge you for this shit,non-antisemitic
stopantisemites american jews are as good as shit,antisemitic
you have to understand the farther you go back the dark at everybody was and they were different type of jews thats why there was a holocaust the weight and everybody up everything was happening at the same time,antisemitic
hitler is the man best known for killing  million jews but to focus on the holocaust is to ignore his contributions to vegetarianism,non-antisemitic
heres a theory that people need to consider israel wasnt created till after the war how do we know these people are really nazis that put tattoos on themselves with numbers and said that they were jews,antisemitic
sheheryarq yunis_abukar fayy_xs sure and the jews bought their homes back when they came back it�s theirs again now ,non-antisemitic
"people who say they stand up for black voices but ignore amp dismiss black jews stories because it doesnt work with their preconceived notions
i see you and your hypocrisy",non-antisemitic
a lot of my �so called fans� are asking why i don�t just shut up and make you laugh my grandparents were jews for that they were sent to camps amp forced to see their families murdered if you have a voice amp you remain silent you are a part of the problem not the solution,non-antisemitic
"the real people of palestine are those jews muslims and christians who their ancestors lived there not some travelers who were brought to palestine and took the natives place by force
so the fate of palestine must be in the hands of those natives

palestine
qudsday httpstcovrvzsjmgz",antisemitic
we dont need any more jews in congress,antisemitic
"last night the democrats doubled down on their hatred of whites jews and america

and rinos like the mccains joined them 

gop still hasn�t condemned the �republicans� speaking at the dnc",non-antisemitic
thereisnogadi rabbipoupko ifnotnoworg you realize most arabs find gullible jews like you who cave to their demands absolutely hilarious,non-antisemitic
"rt marklevinshow black lives matter hate group targets jews
httpstcovnoyhntvfc",non-antisemitic
saintvalentne charlamenge said that jews have all the power to get what they want and shit,non-antisemitic
americas jews and christians are failing the test of their lives httpstcoqexnflpk,non-antisemitic
rt sx thehill but orthodox jews can�t have a funeral for one of their top rabbis in nyc got it,non-antisemitic
as recorded by al qurtubi and al bayhaqi a man accepted islam during the reign of mamun al rashid when muslims detected the scribal errors he intentionally added to test them which muslims passed but jews and christians failed when he added errors in their holy texts httpstcoevwtfbf,non-antisemitic
rt calebjhull jews in nyc just cut the lock nycmayor put on their park  httpstcoimge,non-antisemitic
kaypocalypse growing up my jewish grandmother and mother made a chopped liver dish i have never heard of anyone make it other than jews and russians lol,non-antisemitic
damian_from most of the people i know who have been suspended are left wing jews ffs,non-antisemitic
"fckeveryword jewsjewish people be like

~ baron tremayne caple aka fox manfox kingking foxfox foxyfoxy foxbaron foxbaron tremayne foxgemini manautism manautism high functionalrainbow man ",non-antisemitic
"muslims and jews are indeed friends 

the current narrative implying otherwise does not reflect our sentiment as jews at all 

the real issue to be concerned of is conflating jews with israel 

it is unfair that jews are held responsible for the actions of a foreign country httpstcodbthbgidm",non-antisemitic
albania was only country where no jews died or were handed over to the nazis during the holocaust  this despite their occupation albanians also helped jews fleeing from germany and austria by smuggling them abroad or hiding them at home,non-antisemitic
shifting blame for the killing of jews by white neonazis onto the nonviolent bds movement for palestinian rights is thwarted by facts httpstconagiknoash,antisemitic
the way y�all have all this smoke for jews but not the evangelical christians and anglosaxon billionaires who run this country is proof that people are brainwashed and letting their own religion blind them,non-antisemitic
rt btcbobk icecube obsessed with us jews much,non-antisemitic
rt mehrettt this is a perfect example of how jews across nyc are allowed to do as they please,antisemitic
" july  | a transport of  jews deported from drancy  men women amp children  arrived at auschwitz during the selection ss doctors sent  men amp  women to the camp  people were murdered in a gas chamber 


one of them was annie dirnfeld b may  httpstcoaskxamaar",non-antisemitic
ayeshaagenda quran clearly emphasizes that never take jews and christians as your allies high time we muslims heed at whats happening to  muslims throughout the world and be the voice of our voiceless brethrens,antisemitic
ilhan omar if israel is so innocent then why do they insist on being jews | the babylon bee httpstcoqgufdlsfm,non-antisemitic
mel gibson denies winona ryder�s antisemitism claims � percent untrue�his hatred for jews is however legendary httpstcomymfapigm,non-antisemitic
utopia exists in a book  reality is so different who remembers the armenians before the jews and gypsies and slavs were killed in vast numbers other histories are never even knowneven today so much bloodshed in parts of africa and the middle east  competing forces,non-antisemitic
"ladyvelvet_hfq love jews so much
and no pain for the muslims of palestine
sadly even after being so wise you cannot speak a word against the jews",antisemitic
"foodaprecianado not so fun fact there actually was a jews for hitler group in early nazi germany
httpstcomzdkztd",non-antisemitic
whats this about jews and football,non-antisemitic
vanoossaa they gave the jews all the money they need they don�t give not  fucks they gon look the other way,antisemitic
"�holocaust was legal
people who hid jews were criminals

�slavery was legal
people who freed slaves were criminals

�segregation was legal
people who stood up for equality and justice were criminals

our government and laws aren�t a guide to human decency and morality",non-antisemitic
eltrumpo well if this was the hasidic jews there would be riot police there for sure,non-antisemitic
thealmghty rach buzzeddavid chloetsila __rotemdavid__ a bunch of jews who faithfully observe the commandments of the torah being harassed on the street is this an argument,non-antisemitic
"why the changes to luke 
father forgive them for they know not what they do kjv
father forgive them for they do not know what they are doing niv  
father forgive them because they do not know what they are doing  holman
is jesus forgiving the jews or the soldiers",non-antisemitic
"imagine being german in the s like �i dont hate jews not one bit nothing against them how dare you imply that im a nice person but that hitler is doing great things for this economy you can�t deny that so he�s getting my vote� 

that�s what you fucking sound like",non-antisemitic
rt allezlesboulez wait until you hear what right wing jews say about other jews httpstcojbhotechg,non-antisemitic
theciroth a fake man built to pacify the jews httpstcoewhvqfugw,non-antisemitic
"these selfstyled antiracists want to critique the jews right to self determination in their historic homeland if theres one thing ive learned over the last five years its that antiracism on the extreme left is a byword for antisemitism

httpstcoyrpsijaaq",non-antisemitic
"see our elessons dedicated to four largest groups of victims of the german nazi auschwitz camp

jews httpstcosavaellyil
poles httpstcoactxxcubm
roma amp sinti httpstconkdkcau
soviet pows httpstcomemvowk httpstcoxwakuil",non-antisemitic
"jews  lesbians 
slurs that rhyme",non-antisemitic
"rt marklevinshow deblasio continues targeting jews

httpstcovjxqybib",non-antisemitic
rt montiniski fernand they were just puppets of the jews,antisemitic
ellie_bufkin ilhan omar may be many things but a friend of the jews she is not my latest httpstcolpzwwuo,non-antisemitic
well you are blaming jews for reporting antisemitism as a reason for antisemitism so that does make you an antisemite,non-antisemitic
"new york city under nycmayor bill deblasio has become a very frightening place for jews

in the first half of  approx  of all hate crimes were antisemitic in nature according to the nypd httpstcoerlgdwixsp",non-antisemitic
" the idea that jews didnt resist including through violent opposition to state sanctioned oppression and violence is both false and an antisemitic taking point

 you arent your grandparents if youre a white jew in the us in  you have white privilege here now httpstcovrdhqyxd",non-antisemitic
muslim cleric when women obey islamic law �the jews will be disappeared and jerusalem be ready for a new conquest� httpstcolckxrchas,non-antisemitic
mrmatocikala nypost get over it  jews have been persecuted since the dawn of time and much more harshly  they never use it as an excuse to act like an uncivilized animal,non-antisemitic
judithtoday the concept that the us fought germany to free the jews instead of the us refused to enter the war until a us naval base was bombed halfway through the war is sickening i hate people pretending that the us cared about what the nazis were doing,non-antisemitic
heartbreaking greatest police force in the world reduced to this�tasked to bully orthodox jews and bend a knee to terrorists,non-antisemitic
"imagine being german in the s like �i dont hate jews not one bit nothing against them how dare you imply that im a nice person but that hitler is doing great things for this economy you can�t deny that so he�s getting my vote� 

that�s what you fucking sound like",non-antisemitic
"speak for yourself

discrimination is wrong no matter who does it and when 

your argument basically is that in the s and s when ivy league schools openly discriminated against jews it was okbecause it was for the greater good 

is that honestly your argument",non-antisemitic
chelleryn lol sure i have coffee but i don�t donate to a jew hater who has tea with someone who said jews drink the blood of gentiles who defended sizer who didn�t notice as in a mural who called a murdering terrorist �brother� he�s a vile jew hating loser throw away your ,non-antisemitic
quidbitxh cool_jewish_mom nope zionism is the belief that jews have a right to a state based on indigenous rights if you dont believe that youre antisemitic period you dont have to like or agree with the current israeli government at all but singling out israels right to exist is antisemitic,non-antisemitic
"arabs in israel

have the same rights as jews

ride the same buses

go to the same schools

go to the same hospitals

are elected to parliament

serve as judges

fight in the military

israel isnt an apartheid state

its a beacon of democracy in the middle east",non-antisemitic
nygovcuomo please do something thousands  protesting but not practicing safety same way jews couldn�t gather because of the pandemic and were threatened,non-antisemitic
cogitarecritico thomasgerardro davidicke its true there are a disproportionate number of jews in positions of power and thats because to get into those positions usually requires above average intelligence ashkenazi jews have the highest average iq of any demographic  the average for white american gentiles ,antisemitic
profootballtalk lol yall still in denial about who the true jews are huh,antisemitic
rt skwawkbox will keir starmer will be as quick to climb down when its leftwing jews taking the party to court,non-antisemitic
do you ever stop and think about how truly blessed we are to be a part of the generation of jews that actually have israel,non-antisemitic
"when ethiopian jews tried to save european jews from the holocaust 

ethiopian jews suffered under the italian occupation but by  they were able to reach out to the emperor to suggest hosting jews fleeing europe

httpstcovcysnkx",non-antisemitic
"kindheartedbit subversionp antiochusxi the leaked floyd footage which proves blm lied to us to riot

httpstcojakbzslbw

given blm is undeniably commie funded by jewry led by jews amp is race baited  by jewish media who subverted ours

remind me if it all goes to shit if blacklivesmatter 

defundthebbc",antisemitic
tracyanno sadly your too late a black man gets murdered in usa and the jews end up guilty blm blame jews becausethey are an easy target,non-antisemitic
rt ajdelgado henry ford wrote �the international jew� a fourvolume work all about how jews were the problem,non-antisemitic
rt mollyjongfast this guy is not good for the jews,non-antisemitic
an interesting chinese perspective on jews run the west httpstcoxsrzedyge,antisemitic
_trbltrbl_ sexcounseling it�s the muslim wishing that they will conquer the jews you don�t mess with god�s chosen people,non-antisemitic
adamgilberto clappedbpcheeks standwithus that�s completely false jews owned  of land by   idk where you got that false stat from and what your source is,non-antisemitic
fox news is where people who hate blacks people who hate jews people who hate gays people who hate latinos and people who hate muslims can all gather to pretend they are just people who hate liberals,non-antisemitic
"attacks against jews increased by  in europe in muslims were the  of attackers 
there is a direct link between politicians saying things ampmuslims being emboldened to goampkill jews
mediaamppoliticians neglect hate crimes aganist jews
httpstcowjiyoyv via mailonline",non-antisemitic
"today we commemorate the farhud it was a pogrom inspired by nazi ideology targeting jews in iraq on june    

in an interview for jimena_voice  daniel khazoom shared his experience
find also below a thread i wrote about the circumstances leading to that event httpstcoiawgivnzj httpstcouyzoqfe",non-antisemitic
there is only one enemy the virus says drtomfrieden as shusternoam discovered locked down with arabs and jews in corona hotel  radical compassion is possible amp real listen to how well recover from covid on globalgoalscast  httpstcohwpjiymra httpstcogvipklp,non-antisemitic
hannahgais would they follow hitler if he ordered the jews into the gas showers  wrong is wrong pray to god for guidance httpstcoswqdegjl,non-antisemitic
